Fid,Timestamp,Source_IP_Address,Destination_IP_Address,Source_Port,Destination_Port,Protocol,Packet_Length,Packet_Type,Traffic_Type,Alerts_Warnings,AttackType,Action_Taken,Severity_Level,Device_Information,Network_Segment,Geolocation_Data,ProxyInformation,FirewallLogs,IDS_IPS_Alerts,Log_Source
172.217.10.131-10.42.0.42-443-55775-6,30-07-20 3:19,157.113.54.116,124.158.240.16,59485,22856,UDP,452,Data,DNS,Alert Triggered,0,Blocked,High,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/58.0.877.0 Safari/531.2",Segment C,"Mira-Bhayandar, Odisha",Unknown,Unknown,Unknown,Firewall
10.42.0.211-10.42.0.1-19506-53-17,19-07-23 6:04,70.50.63.86,191.168.1.69,59050,15846,TCP,1476,Data,HTTP,Unknown,0,Blocked,Medium,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.1),Segment B,"Munger, Haryana",Unknown,Unknown,Unknown,Firewall
192.229.173.136-10.42.0.151-443-41106-6,26-05-20 22:28,182.140.71.245,150.184.181.145,46713,56867,UDP,569,Control,FTP,Alert Triggered,0,Blocked,High,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; bem-ZM) AppleWebKit/534.9.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6534.9.7",Segment A,"Gudivada, Himachal Pradesh",Unknown,Unknown,Unknown,Firewall
10.42.0.211-66.231.239.124-39985-80-6,26-06-23 19:52,98.157.251.99,216.38.26.187,62321,56205,ICMP,97,Control,FTP,Alert Triggered,0,Ignored,High,Opera/8.92.(Windows 98; Win 9x 4.90; br-FR) Presto/2.9.184 Version/10.00,Segment A,"Chandigarh, Odisha",91.179.241.96,Log Data,Unknown,Server
10.42.0.151-31.13.71.37-55246-443-6,03-06-20 15:13,130.183.34.56,211.11.217.99,7022,25088,TCP,364,Data,HTTP,Unknown,0,Ignored,Low,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/5.1),Segment A,"Tadipatri, Rajasthan",Unknown,Unknown,Alert Data,Server
10.42.0.211-52.84.134.157-46433-443-6,02-08-22 11:25,215.190.95.151,26.122.84.37,22297,20305,UDP,819,Data,HTTP,Alert Triggered,0,Ignored,Medium,Mozilla/5.0 (Windows NT 5.2; wae-CH; rv:1.9.0.20) Gecko/9932-09-21 08:17:38 Firefox/3.8,Segment B,"Indore, Arunachal Pradesh",81.95.103.12,Unknown,Unknown,Firewall
10.42.0.42-106.11.129.143-55646-443-6,21-08-21 21:20,123.251.1.134,42.253.198.28,21281,19380,TCP,303,Control,DNS,Alert Triggered,0,Logged,Medium,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_7; rv:1.9.5.20) Gecko/2926-01-09 09:19:44 Firefox/3.8,Segment C,"Mangalore, Odisha",2.57.147.106,Log Data,Alert Data,Server
10.42.0.151-119.167.164.21-52978-80-6,28-12-21 22:02,195.209.212.93,135.35.65.28,23847,34747,UDP,371,Data,DNS,Alert Triggered,0,Ignored,Medium,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/5.1),Segment B,"Gangtok, Himachal Pradesh",Unknown,Unknown,Alert Data,Firewall
10.42.0.42-23.217.155.120-47551-80-6,09-03-20 18:03,153.220.29.140,46.152.124.20,59278,42435,TCP,196,Control,DNS,Unknown,0,Ignored,Medium,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_3 rv:4.0; mk-MK) AppleWebKit/531.17.2 (KHTML, like Gecko) Version/5.0.5 Safari/531.17.2",Segment A,"Bardhaman, Mizoram",44.39.53.129,Log Data,Alert Data,Server
10.42.0.42-104.192.110.245-45450-80-6,07-09-20 20:16,125.16.88.114,74.210.25.214,47247,47659,UDP,1480,Control,HTTP,Alert Triggered,0,Ignored,Medium,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/7547-07-19 21:12:17 Firefox/3.8,Segment B,"Pudukkottai, Telangana",191.64.151.210,Log Data,Unknown,Firewall
172.217.7.227-10.42.0.42-443-44292-6,05-04-21 7:45,152.6.58.186,21.15.134.117,40066,23692,TCP,240,Data,FTP,Unknown,0,Ignored,High,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_5) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/43.0.809.0 Safari/535.1",Segment A,"Amritsar, Kerala",68.192.199.29,Unknown,Alert Data,Server
172.217.10.14-10.42.0.151-443-46553-6,18-09-23 1:37,33.250.255.157,223.160.62.252,16646,25963,ICMP,498,Data,FTP,Unknown,0,Logged,High,Opera/9.92.(X11; Linux x86_64; tr-TR) Presto/2.9.187 Version/10.00,Segment B,"Dharmavaram, West Bengal",Unknown,Log Data,Alert Data,Server
10.42.0.211-64.71.142.110-60202-443-6,15-07-23 23:22,15.184.188.14,57.80.86.100,57492,20092,UDP,992,Control,HTTP,Unknown,0,Blocked,High,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/15.8b7424.0 Mobile/19H348 Safari/532.0",Segment C,"Amaravati, Kerala",144.204.46.54,Log Data,Unknown,Firewall
10.42.0.42-23.217.155.120-47528-80-6,14-01-21 13:15,200.176.181.147,93.168.255.94,22578,56511,TCP,1383,Data,FTP,Unknown,0,Ignored,Medium,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/4.1),Segment A,"Bhusawal, Andhra Pradesh",174.66.211.13,Unknown,Unknown,Server
10.42.0.211-23.52.146.64-33391-443-6,06-06-22 2:41,194.122.201.37,106.4.210.137,59580,19378,TCP,913,Control,DNS,Alert Triggered,0,Logged,Low,Opera/9.39.(Windows NT 4.0; wal-ET) Presto/2.9.162 Version/12.00,Segment A,"Serampore, Kerala",Unknown,Unknown,Alert Data,Server
10.42.0.1-10.42.0.42-53-15765-17,08-10-23 17:32,25.246.200.103,199.24.90.192,10681,58805,ICMP,1186,Control,HTTP,Unknown,0,Logged,Low,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_2 rv:5.0; ce-RU) AppleWebKit/535.17.5 (KHTML, like Gecko) Version/4.1 Safari/535.17.5",Segment B,"Surendranagar Dudhrej, Tripura",Unknown,Unknown,Unknown,Server
10.42.0.42-123.151.79.150-45205-80-6,14-05-22 20:29,22.54.134.52,26.121.213.30,3185,44938,UDP,197,Control,DNS,Alert Triggered,0,Blocked,High,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/8896-01-10 00:26:46 Firefox/3.6.10,Segment B,"Gulbarga, Kerala",Unknown,Log Data,Alert Data,Firewall
10.42.0.151-52.218.65.100-51779-80-6,02-06-21 0:41,64.28.111.76,48.193.146.156,32447,9302,ICMP,1229,Control,HTTP,Alert Triggered,1,Ignored,Medium,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/4.0),Segment C,"Ambattur, Karnataka",Unknown,Log Data,Alert Data,Server
10.42.0.211-23.23.164.82-58525-443-6,11-02-22 7:12,177.211.103.119,4.48.206.125,57853,42238,UDP,192,Data,DNS,Alert Triggered,0,Logged,Low,Mozilla/5.0 (Windows NT 4.0; ta-IN; rv:1.9.0.20) Gecko/8968-12-21 08:43:54 Firefox/3.6.7,Segment A,"Yamunanagar, Jharkhand",Unknown,Unknown,Alert Data,Firewall
203.205.158.62-10.42.0.151-80-53899-6,16-06-23 22:07,19.238.89.201,48.52.244.130,4700,61749,TCP,177,Control,DNS,Alert Triggered,0,Blocked,Low,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/61.0.817.0 Safari/535.2",Segment B,"Rajkot, Uttarakhand",102.39.33.50,Unknown,Alert Data,Firewall
10.42.0.211-69.172.216.58-44979-443-6,22-11-20 9:36,198.54.88.33,105.179.167.255,45565,27703,ICMP,153,Control,DNS,Alert Triggered,0,Logged,High,Opera/8.73.(X11; Linux i686; xh-ZA) Presto/2.9.161 Version/12.00,Segment A,"Bihar Sharif, Punjab",154.108.172.213,Unknown,Unknown,Firewall
198.11.136.24-10.42.0.211-443-39268-6,09-05-21 7:56,46.94.87.185,206.161.246.145,27160,54308,ICMP,301,Data,DNS,Unknown,0,Blocked,Medium,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/531.24.7 (KHTML, like Gecko) Version/4.0 Safari/531.24.7",Segment A,"Faridabad, Kerala",183.149.133.182,Log Data,Unknown,Server
10.42.0.211-119.146.74.31-59047-443-6,07-06-23 2:47,26.25.218.55,139.39.249.141,23120,21950,UDP,643,Control,HTTP,Unknown,0,Ignored,High,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/26.0.836.0 Safari/534.0",Segment B,"Panchkula, Sikkim",Unknown,Unknown,Alert Data,Firewall
239.255.255.250-10.42.0.1-1900-50220-17,18-03-21 15:50,129.127.161.109,86.38.220.97,16083,18873,TCP,786,Data,FTP,Unknown,0,Logged,Low,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/3.0),Segment B,"Karawal Nagar, Karnataka",Unknown,Unknown,Alert Data,Firewall
10.42.0.211-111.1.17.152-41402-80-6,31-08-20 0:34,28.129.209.5,67.70.200.162,51732,7812,TCP,780,Data,FTP,Unknown,0,Logged,Medium,Mozilla/5.0 (Android 2.1; Mobile; rv:46.0) Gecko/46.0 Firefox/46.0,Segment B,"Ambala, Madhya Pradesh",22.65.12.179,Unknown,Unknown,Firewall
10.42.0.211-104.88.106.16-35562-80-6,21-12-20 3:24,49.247.139.197,44.243.99.213,41534,47915,UDP,1364,Control,FTP,Unknown,0,Blocked,Medium,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; cv-RU) AppleWebKit/534.18.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6534.18.4",Segment A,"Farrukhabad, Himachal Pradesh",45.163.146.210,Unknown,Alert Data,Firewall
10.42.0.211-10.42.0.1-20155-53-17,13-06-22 12:08,152.239.99.179,72.252.32.253,17886,15552,ICMP,797,Control,DNS,Unknown,0,Blocked,Medium,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/18.2t5603.0 Mobile/35L437 Safari/532.0",Segment A,"Nellore, Manipur",Unknown,Log Data,Alert Data,Firewall
10.42.0.151-36.110.213.49-59511-80-6,09-02-22 13:24,12.182.39.86,33.93.252.194,12809,9903,ICMP,173,Data,HTTP,Unknown,1,Logged,Medium,Mozilla/5.0 (Windows 98; eu-FR; rv:1.9.2.20) Gecko/8153-08-03 23:14:39 Firefox/3.8,Segment B,"Ujjain, Punjab",Unknown,Unknown,Alert Data,Server
10.42.0.211-36.110.210.167-33975-80-6,15-02-23 10:45,142.101.179.75,140.170.82.174,5996,1370,UDP,271,Data,FTP,Unknown,0,Blocked,Low,"Mozilla/5.0 (Linux; Android 7.1.1) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/29.0.836.0 Safari/533.1",Segment C,"Jamnagar, Nagaland",162.169.90.75,Log Data,Unknown,Firewall
10.42.0.211-23.66.169.49-33149-80-6,02-08-20 20:20,97.14.255.132,82.199.224.100,61201,34757,TCP,1219,Data,FTP,Unknown,0,Logged,Low,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; ru-RU) AppleWebKit/533.3.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6533.3.3",Segment A,"Aligarh, Tamil Nadu",Unknown,Unknown,Unknown,Firewall
10.42.0.42-85.93.5.109-46828-80-6,06-09-20 6:10,125.160.150.130,188.117.13.26,62675,63607,TCP,1308,Data,HTTP,Unknown,0,Ignored,Medium,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/531.44.2 (KHTML, like Gecko) Version/4.0 Safari/531.44.2",Segment B,"Vadodara, Punjab",14.92.201.109,Unknown,Alert Data,Server
10.42.0.211-106.11.94.6-58696-443-6,30-03-23 19:15,183.62.45.155,146.56.65.8,9256,2964,TCP,1103,Control,HTTP,Unknown,0,Logged,Low,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_1 rv:4.0; kw-GB) AppleWebKit/531.42.7 (KHTML, like Gecko) Version/5.0.1 Safari/531.42.7",Segment A,"Rampur, Rajasthan",Unknown,Unknown,Alert Data,Firewall
203.205.158.62-10.42.0.151-80-43149-6,25-10-21 12:15,91.2.162.162,43.241.189.115,48634,29334,UDP,739,Control,FTP,Alert Triggered,0,Blocked,Medium,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/4.1),Segment C,"Tiruppur, Tamil Nadu",Unknown,Log Data,Unknown,Firewall
10.42.0.1-10.42.0.42-5351-43736-17,13-07-22 14:33,15.39.132.162,8.202.109.216,47634,62459,ICMP,845,Control,HTTP,Alert Triggered,1,Blocked,Low,Opera/8.96.(Windows CE; uz-UZ) Presto/2.9.171 Version/10.00,Segment C,"Durg, Meghalaya",110.167.86.145,Unknown,Unknown,Server
10.42.0.151-23.206.193.4-36573-80-6,18-04-22 15:45,92.143.126.177,45.154.64.106,14762,11941,UDP,1127,Data,DNS,Unknown,0,Logged,Medium,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_7 rv:6.0; bo-IN) AppleWebKit/534.46.6 (KHTML, like Gecko) Version/5.0.3 Safari/534.46.6",Segment C,"Bathinda, Assam",Unknown,Log Data,Alert Data,Server
172.217.9.234-10.42.0.151-443-40747-6,30-04-22 23:07,86.31.148.16,23.206.115.184,13630,35256,TCP,118,Data,DNS,Unknown,1,Logged,Medium,Opera/9.44.(X11; Linux i686; et-EE) Presto/2.9.164 Version/12.00,Segment A,"Kalyan-Dombivli, Bihar",Unknown,Log Data,Alert Data,Server
209.10.120.26-10.42.0.211-80-36657-6,14-03-20 6:21,31.39.185.187,140.130.53.234,36265,57739,UDP,129,Data,FTP,Alert Triggered,0,Blocked,High,Opera/9.31.(X11; Linux x86_64; el-GR) Presto/2.9.166 Version/10.00,Segment C,"Asansol, West Bengal",Unknown,Unknown,Unknown,Firewall
10.42.0.151-52.22.102.34-58136-443-6,01-03-21 11:48,50.142.157.22,49.176.238.20,37379,39742,UDP,775,Control,HTTP,Alert Triggered,0,Ignored,Medium,"Mozilla/5.0 (Linux; Android 3.0) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/62.0.837.0 Safari/531.2",Segment A,"Naihati, Nagaland",139.176.66.197,Unknown,Alert Data,Firewall
10.42.0.211-69.147.82.61-41640-443-6,20-10-21 20:15,145.125.37.21,132.231.201.69,15812,7276,TCP,1363,Data,FTP,Alert Triggered,0,Logged,High,Mozilla/5.0 (Windows NT 5.01; lzh-TW; rv:1.9.2.20) Gecko/8088-12-22 07:27:03 Firefox/3.6.20,Segment C,"Bhopal, Uttarakhand",13.162.30.226,Unknown,Unknown,Firewall
172.217.9.225-10.42.0.211-443-59493-6,30-01-23 6:10,34.91.192.118,124.55.175.90,13007,50020,UDP,1303,Data,FTP,Unknown,0,Logged,Medium,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_5 rv:5.0; ta-IN) AppleWebKit/534.19.5 (KHTML, like Gecko) Version/4.0 Safari/534.19.5",Segment A,"Sangli-Miraj & Kupwad, Madhya Pradesh",220.139.42.182,Log Data,Unknown,Server
172.217.3.99-10.42.0.151-443-46838-17,03-07-22 5:19,7.104.112.0,118.96.72.141,12347,37831,UDP,595,Data,FTP,Unknown,0,Blocked,High,Opera/9.88.(Windows 98; sq-AL) Presto/2.9.172 Version/12.00,Segment A,"Mangalore, Himachal Pradesh",Unknown,Unknown,Alert Data,Server
10.42.0.211-123.59.190.237-41212-80-6,17-06-20 12:45,124.58.239.35,94.79.115.225,42609,6110,UDP,827,Control,DNS,Unknown,1,Ignored,Medium,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; vi-VN) AppleWebKit/532.34.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6532.34.6",Segment C,"Guwahati, Karnataka",1.201.100.222,Unknown,Alert Data,Firewall
172.217.6.206-10.42.0.151-443-46491-6,30-01-21 16:40,142.125.55.115,44.239.204.224,16637,28091,UDP,1172,Control,FTP,Unknown,0,Ignored,Medium,Opera/8.38.(X11; Linux x86_64; iu-CA) Presto/2.9.178 Version/12.00,Segment A,"Tumkur, Madhya Pradesh",149.179.29.174,Log Data,Unknown,Firewall
10.42.0.151-104.254.66.16-34733-80-6,03-05-22 23:07,119.186.94.252,12.45.237.222,62083,40809,ICMP,1044,Control,FTP,Unknown,0,Logged,Low,Opera/8.94.(Windows NT 4.0; cs-CZ) Presto/2.9.190 Version/12.00,Segment B,"Raichur, Sikkim",Unknown,Log Data,Unknown,Server
222.73.28.96-10.42.0.211-80-40240-6,03-03-20 14:00,199.93.102.158,125.91.85.8,61971,37342,TCP,916,Control,HTTP,Alert Triggered,0,Ignored,High,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/56.0.803.0 Safari/535.2",Segment B,"Naihati, Mizoram",Unknown,Unknown,Unknown,Server
10.42.0.151-54.186.154.10-58474-443-6,06-08-20 18:19,76.162.130.69,150.237.143.68,63022,26094,TCP,855,Data,HTTP,Unknown,0,Logged,Medium,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) FxiOS/17.4k7314.0 Mobile/41Z380 Safari/535.1",Segment A,"Kollam, Andhra Pradesh",Unknown,Log Data,Alert Data,Server
10.42.0.151-10.42.0.1-6589-53-17,03-11-21 6:49,94.101.66.166,156.231.6.25,11509,28776,UDP,112,Data,FTP,Unknown,1,Blocked,High,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/6709-02-05 13:08:41 Firefox/3.6.12,Segment C,"Kamarhati, Bihar",Unknown,Unknown,Unknown,Server
203.205.158.60-10.42.0.151-80-39598-6,30-10-20 21:49,148.46.137.228,83.158.192.68,46480,55502,TCP,241,Data,HTTP,Alert Triggered,0,Ignored,Medium,Opera/8.98.(Windows NT 6.2; mk-MK) Presto/2.9.165 Version/11.00,Segment C,"Bhiwani, Odisha",111.4.84.197,Log Data,Alert Data,Server
10.42.0.211-66.198.178.88-42312-443-6,18-05-22 0:46,144.164.102.18,80.141.239.59,21312,53066,ICMP,1136,Data,FTP,Unknown,0,Blocked,Medium,Opera/9.24.(Windows NT 5.0; fi-FI) Presto/2.9.182 Version/10.00,Segment A,"Loni, Odisha",47.14.173.236,Unknown,Alert Data,Server
10.42.0.211-114.134.80.163-38568-80-6,09-06-23 10:42,106.170.48.77,72.255.11.138,10826,2033,ICMP,1154,Data,FTP,Unknown,0,Ignored,Medium,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_2; rv:1.9.3.20) Gecko/5631-03-05 07:12:36 Firefox/3.6.2,Segment B,"Malegaon, Goa",45.81.193.79,Unknown,Unknown,Firewall
172.217.9.234-10.42.0.211-443-60212-6,15-01-23 14:31,133.102.88.90,13.98.6.237,19131,49716,UDP,907,Data,DNS,Alert Triggered,0,Blocked,Medium,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.0; Trident/3.0),Segment C,"Nangloi Jat, Sikkim",161.205.34.0,Log Data,Unknown,Server
172.217.12.202-10.42.0.211-443-38251-6,22-03-22 13:59,199.150.141.255,203.79.216.242,55676,33280,TCP,323,Control,DNS,Alert Triggered,1,Ignored,Low,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_0; rv:1.9.6.20) Gecko/7719-12-14 14:16:43 Firefox/13.0,Segment C,"Ramagundam, Maharashtra",64.160.169.223,Log Data,Unknown,Firewall
10.42.0.211-23.206.173.182-40985-80-6,11-08-23 2:58,134.32.210.48,206.88.223.127,49437,41402,ICMP,1179,Control,HTTP,Unknown,0,Blocked,Low,Mozilla/5.0 (Windows CE; tk-TM; rv:1.9.1.20) Gecko/5794-09-07 11:11:05 Firefox/3.8,Segment B,"Davanagere, Arunachal Pradesh",83.145.43.91,Unknown,Unknown,Firewall
10.42.0.211-61.174.50.211-38024-8080-6,25-04-22 11:35,103.15.219.122,164.253.162.208,55872,21870,TCP,912,Data,FTP,Alert Triggered,0,Ignored,Medium,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_5; rv:1.9.3.20) Gecko/7687-10-07 01:20:29 Firefox/3.8,Segment A,"Dindigul, Rajasthan",178.123.216.1,Log Data,Alert Data,Server
10.42.0.151-61.135.185.139-49803-80-6,25-12-21 14:49,13.248.48.221,117.249.34.1,26206,38157,TCP,769,Control,FTP,Unknown,0,Blocked,Low,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; gez-ER) AppleWebKit/534.43.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6534.43.1",Segment A,"Bongaigaon, Haryana",157.27.123.253,Unknown,Alert Data,Server
10.42.0.42-23.217.155.120-58685-80-6,01-09-22 0:07,69.124.218.161,96.201.91.246,35027,52057,TCP,1103,Control,DNS,Unknown,1,Blocked,Low,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.1),Segment C,"Fatehpur, Meghalaya",60.216.30.104,Unknown,Unknown,Firewall
10.42.0.42-64.71.142.124-48214-80-6,21-02-20 12:32,10.244.14.15,152.115.86.197,37038,39219,UDP,1255,Control,FTP,Alert Triggered,0,Blocked,High,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/535.4.6 (KHTML, like Gecko) Version/5.0 Safari/535.4.6",Segment A,"Secunderabad, Kerala",14.83.52.208,Log Data,Alert Data,Firewall
172.217.12.197-10.42.0.42-443-49469-6,10-05-21 14:10,186.237.225.101,212.159.112.11,57388,1319,UDP,157,Data,DNS,Unknown,0,Ignored,Low,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/38.0.881.0 Mobile/93R970 Safari/531.1",Segment A,"Yamunanagar, Kerala",Unknown,Log Data,Unknown,Firewall
10.42.0.211-66.198.24.225-49106-443-6,24-06-21 2:57,78.241.24.104,118.169.242.0,21808,57934,UDP,1388,Control,FTP,Alert Triggered,0,Blocked,High,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; rw-RW) AppleWebKit/532.8.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6532.8.7",Segment A,"Vijayawada, Haryana",Unknown,Log Data,Unknown,Firewall
10.42.0.211-50.19.94.109-59795-443-6,13-11-22 3:00,157.181.39.183,78.19.97.150,51515,3737,TCP,1451,Data,HTTP,Alert Triggered,0,Logged,Medium,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_6) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/35.0.841.0 Safari/533.0",Segment C,"Bally, Uttarakhand",187.6.224.208,Log Data,Unknown,Firewall
10.42.0.211-10.42.0.1-62707-53-17,04-01-21 14:37,79.78.120.2,85.29.28.21,48198,46389,TCP,1166,Data,DNS,Unknown,0,Ignored,Medium,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/53.0.877.0 Safari/536.2",Segment C,"Sagar, Tripura",Unknown,Log Data,Unknown,Firewall
219.142.78.162-10.42.0.42-80-60037-6,23-01-21 3:48,122.15.10.51,105.85.29.135,6963,22983,TCP,143,Control,DNS,Alert Triggered,0,Blocked,Low,Opera/8.16.(X11; Linux i686; mni-IN) Presto/2.9.170 Version/10.00,Segment B,"Tiruppur, Uttarakhand",7.208.169.41,Unknown,Unknown,Server
10.42.0.211-52.84.26.69-38176-443-6,09-10-22 15:39,68.228.208.158,125.179.66.196,38735,31363,TCP,1451,Data,DNS,Unknown,0,Ignored,Medium,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_6 rv:2.0; tl-PH) AppleWebKit/534.3.6 (KHTML, like Gecko) Version/5.1 Safari/534.3.6",Segment A,"Ambarnath, Meghalaya",Unknown,Unknown,Alert Data,Server
205.185.216.42-10.42.0.211-80-41824-6,01-09-22 13:09,75.113.186.23,84.19.25.27,9230,4437,UDP,1245,Control,DNS,Alert Triggered,1,Ignored,Low,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.0),Segment C,"Karimnagar, West Bengal",Unknown,Unknown,Alert Data,Server
173.194.68.188-10.42.0.151-5228-36766-6,16-08-23 0:53,129.250.191.228,145.222.161.146,44162,49651,UDP,796,Control,DNS,Alert Triggered,0,Blocked,Medium,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/48.0.805.0 Safari/534.2",Segment A,"Karimnagar, Bihar",205.156.108.25,Unknown,Unknown,Firewall
10.42.0.211-115.239.210.141-59979-80-6,19-07-22 13:08,94.188.60.145,142.211.114.18,24482,32201,ICMP,1292,Data,HTTP,Unknown,0,Blocked,High,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/533.11.1 (KHTML, like Gecko) Version/4.0.3 Safari/533.11.1",Segment B,"Maheshtala, Sikkim",Unknown,Unknown,Alert Data,Server
172.217.10.110-10.42.0.151-443-38388-6,07-11-21 3:27,219.45.127.86,65.183.173.4,47915,51297,TCP,1392,Data,HTTP,Unknown,0,Ignored,Medium,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_4 rv:6.0; wal-ET) AppleWebKit/535.35.2 (KHTML, like Gecko) Version/4.0 Safari/535.35.2",Segment A,"Munger, Manipur",Unknown,Unknown,Unknown,Firewall
10.42.0.151-52.197.242.223-50723-443-6,19-08-23 23:51,61.126.154.24,161.184.174.145,50515,49401,UDP,557,Control,HTTP,Unknown,0,Blocked,High,Opera/8.79.(X11; Linux i686; hsb-DE) Presto/2.9.182 Version/10.00,Segment B,"Medininagar, Punjab",148.48.185.192,Log Data,Unknown,Server
10.42.0.151-10.42.0.1-50461-53-17,24-09-22 3:39,72.233.244.25,86.37.179.134,60564,26546,ICMP,199,Control,FTP,Unknown,0,Logged,High,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/5.1),Segment A,"Morena, Rajasthan",Unknown,Unknown,Alert Data,Server
10.42.0.211-69.147.82.61-37213-443-6,01-05-20 16:44,40.242.156.75,12.18.130.171,9807,41519,TCP,1339,Control,DNS,Alert Triggered,0,Blocked,Low,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/535.18.5 (KHTML, like Gecko) Version/4.1 Safari/535.18.5",Segment B,"Bhavnagar, Karnataka",Unknown,Unknown,Alert Data,Firewall
172.217.10.35-10.42.0.211-443-34895-6,04-01-22 4:01,47.162.21.2,192.62.124.87,42008,45480,UDP,417,Data,FTP,Unknown,0,Ignored,Low,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/43.0.860.0 Safari/531.1",Segment B,"Thane, Himachal Pradesh",Unknown,Log Data,Unknown,Firewall
172.217.10.138-10.42.0.151-443-57375-6,03-06-23 8:48,131.242.240.174,133.21.212.152,5109,23878,ICMP,308,Control,FTP,Alert Triggered,0,Logged,High,Mozilla/5.0 (Windows NT 10.0; apn-IN; rv:1.9.0.20) Gecko/8659-09-25 05:14:11 Firefox/3.6.10,Segment A,"Nandyal, Arunachal Pradesh",Unknown,Log Data,Unknown,Firewall
